,Planet Name,Discovery Year,Orbital Period (days),Orbital Radius,Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Density,Equilibrium Temperature [K],Transit Duration [hours],Star luminosity
2602,Kepler-148 d,2016,51.84688575,0.2607,8.68,56.3,0.473,413.0,4.7788,-0.383
2603,Kepler-1480 b,2016,22.12679948,0.1525,1.67,3.43,4.05,721.0,3.686,-0.449
2604,Kepler-1481 b,2016,5.94220998,0.059,1.23,2.04,6.02,797.0,2.2737,-0.587
2605,Kepler-1482 b,2016,12.25383217,0.1016,1.01,1.01,5.39,678.0,2.213,-0.083
2606,Kepler-1483 b,2016,9.5085156,0.0958,1.52,2.92,4.57,1131.0,4.381,0.394
2607,Kepler-1484 b,2016,30.4549136,0.1939,2.11,5.1,2.98,624.0,6.143,0.796
2608,Kepler-1485 b,2016,19.9157725,0.1467,1.47,2.76,4.77,728.0,6.154,0.28
2609,Kepler-1486 b,2016,54.6495759,0.2846,2.32,5.99,2.64,538.0,8.405,0.312
2610,Kepler-1487 b,2016,7.31946363,0.0898,2.13,5.18,2.95,1682.0,4.839,0.557
2611,Kepler-1487 c,2023,35.8007112,0.2588,7.97,48.7,0.529,991.0,8.219,0.557
2612,Kepler-1488 b,2016,39.8189932,0.2285,1.86,4.12,3.52,650.0,10.798,0.587
2613,Kepler-1488 c,2021,6.15826988,0.0658,1.652,3.37,4.11,1212.0,6.285,0.587
2614,Kepler-1489 b,2016,82.294751,0.3679,1.77,3.78,3.75,400.0,7.009,0.198
2615,Kepler-149 b,2014,29.198943,0.184,4.21,16.5,1.22,540.0,5.074,-0.119
2616,Kepler-149 c,2014,55.328328,0.281,1.61,3.22,4.24,436.0,6.948,-0.119
2617,Kepler-149 d,2014,160.018032,0.571,3.96,14.9,1.32,306.0,5.15,-0.119
2618,Kepler-1490 b,2016,92.4362973,0.3729,3.04,9.48,1.85,348.0,5.709,-0.319
2619,Kepler-1491 b,2016,16.5861762,0.127,1.51,2.89,4.61,821.0,6.899,0.355
2620,Kepler-1491 c,2023,61.569765,0.3045,2.44,6.53,2.47,530.0,9.75,0.355
2621,Kepler-1492 b,2016,16.75255007,0.1262,1.49,2.83,4.7,801.0,3.184,-0.754
2622,Kepler-1493 b,2016,15.0217983,0.1197,1.41,2.57,5.04,874.0,4.557,0.249
2623,Kepler-1494 b,2016,91.080482,0.3982,3.07,9.64,1.83,415.0,9.65,0.079
2624,Kepler-1495 b,2016,85.273256,0.3677,2.94,8.96,1.94,443.0,9.462,0.052
2625,Kepler-1496 b,2016,64.6588017,0.3211,2.22,5.56,2.79,535.0,7.549,0.304
2626,Kepler-1497 b,2016,8.74199772,0.0817,1.66,3.39,4.07,924.0,4.297,-0.073
2627,Kepler-1498 b,2016,48.051405,0.2528,1.33,2.33,5.44,564.0,7.638,-0.166
2628,Kepler-1499 b,2016,44.2008,0.2196,1.19,1.81,5.9,409.0,4.678,-0.464
2629,Kepler-15 b,2011,4.942782,0.05714,10.76,209.76,0.93,1251.0,3.5,-0.087
2630,Kepler-150 b,2014,3.428054,0.044,1.25,2.1,5.91,1131.0,2.309,-0.161
2631,Kepler-150 c,2014,7.381998,0.073,3.69,13.2,1.44,876.0,3.124,-0.161
2632,Kepler-150 d,2014,12.56093,0.104,2.79,8.2,2.07,734.0,3.764,-0.161
2633,Kepler-150 e,2014,30.826557,0.189,3.12,9.91,1.79,544.0,5.455,-0.161
2635,Kepler-1500 b,2016,15.0330105,0.1236,1.2,1.87,5.95,928.0,5.416,0.275
2636,Kepler-1501 b,2016,14.5564533,0.1228,1.56,3.05,4.41,787.0,4.57,0.202
2637,Kepler-1502 b,2016,41.7083629,0.2482,3.18,10.2,1.74,608.0,8.401,0.742
2638,Kepler-1503 b,2016,96.16987,0.3771,2.27,5.77,2.71,321.0,7.471,-0.144
2639,Kepler-1504 b,2016,82.304003,0.3704,2.13,5.18,2.95,485.0,13.843,0.468
2640,Kepler-1505 b,2016,30.8609366,0.1862,0.93,0.749,5.12,525.0,4.109,0.149
2641,Kepler-1506 b,2016,14.0329154,0.1168,1.32,2.3,5.5,783.0,6.844,0.426
2642,Kepler-1507 b,2016,16.0506213,0.1234,0.84,0.52,4.82,630.0,2.939,-0.324
2643,Kepler-1508 b,2016,20.7056504,0.1629,1.33,2.33,5.44,967.0,9.029,0.537
2644,Kepler-1509 b,2016,25.4338197,0.1707,1.85,4.08,3.54,667.0,6.424,0.399
2645,Kepler-151 b,2014,15.228958,0.116,3.06,9.59,1.84,639.0,2.645,-0.334
2646,Kepler-151 c,2014,24.674612,0.16,2.09,5.02,3.02,544.0,3.014,-0.334
2647,Kepler-1510 b,2016,84.703921,0.4089,3.36,11.2,1.62,537.0,10.447,0.377
2648,Kepler-1511 b,2016,23.2382792,0.1753,1.68,3.46,4.01,903.0,8.191,0.838
2649,Kepler-1512 b,2016,20.35972599,0.1097,1.18,1.76,5.89,322.0,1.9164,-1.695
2650,Kepler-1513 b,2016,160.8842,0.5416,8.594,48.30992,1.304,346.0,10.7536,-0.129
2652,Kepler-1514 b,2016,217.83184,0.753,12.42,1678.1424,4.82,388.0,21.32688,0.328
2653,Kepler-1514 c,2020,10.514181,0.0997,1.176,1.74,5.88,1066.0,3.7608,0.328
2654,Kepler-1515 b,2016,214.3114164,0.7655,9.55,66.2,0.418,380.0,16.1734,0.566
2655,Kepler-1516 b,2016,7.25931979,0.0718,1.75,3.71,3.8,967.0,6.198,0.446
2656,Kepler-1517 b,2016,5.54608367,0.078,9.76,68.7,0.406,2336.0,2.3929,0.879
2657,Kepler-1518 b,2016,5.11177904,0.0593,3.05,9.53,1.85,1351.0,2.96,0.691
2658,Kepler-1518 c,2023,9.6310258,0.0905,2.9,8.75,1.97,1094.0,5.255,0.691
2659,Kepler-1519 b,2016,240.7989397,0.7655,7.06,39.6,0.618,342.0,16.442,0.326
2660,Kepler-152 b,2014,18.207973,0.124,2.79,8.2,2.07,551.0,3.756,-0.465
2661,Kepler-152 c,2014,88.255055,0.356,2.39,6.3,2.54,326.0,4.036,-0.465
2662,Kepler-1520 b,2016,0.65355357,0.0129,5.77,28.1,0.804,1437.0,1.5399,-0.673
2663,Kepler-1521 b,2016,47.14840805,0.2317,2.5,6.8,2.39,391.0,3.0668,-0.569
2664,Kepler-1522 b,2016,1.84788917,0.0288,1.73,3.64,3.86,1374.0,1.8934,0.092
2665,Kepler-1523 b,2016,0.93875077,0.0185,1.58,3.12,4.35,1676.0,1.3901,-0.099
2666,Kepler-1524 b,2016,70.9674603,0.3392,3.54,12.3,1.52,438.0,6.8992,-0.006
2667,Kepler-1525 b,2016,2.41660118,0.036,0.91,0.693,5.05,1343.0,1.9656,-0.011
2668,Kepler-1526 b,2016,3.908632,0.0418,2.43,6.48,2.48,787.0,1.8427,-0.707
2669,Kepler-1527 b,2016,160.129918,0.6276,4.77,20.4,1.03,450.0,13.176,0.482
2670,Kepler-1528 b,2016,1.79111021,0.0296,1.46,2.73,4.82,1549.0,2.098,-0.064
2671,Kepler-1529 b,2016,5.33905686,0.0525,2.1,5.06,3.0,817.0,1.6507,-0.52
2672,Kepler-153 b,2014,18.870227,0.129,2.92,8.85,1.95,621.0,3.075,-0.446
2673,Kepler-153 c,2014,46.90232,0.237,2.53,6.94,2.35,458.0,3.826,-0.446
2674,Kepler-1530 b,2016,2.5904434,0.0371,1.64,3.33,4.15,1484.0,2.1618,-0.311
2675,Kepler-1530 c,2016,5.3227406,0.06,1.65,3.36,4.11,1167.0,2.571,-0.311
2676,Kepler-1530 d,2021,9.20761013,0.0865,3.279,10.8,1.68,972.0,2.8892,-0.311
2677,Kepler-1531 b,2016,1.13854338,0.022,1.11,1.41,5.67,2537.0,2.0922,0.304
2678,Kepler-1532 b,2016,1.09366356,0.0206,1.35,2.39,5.34,1681.0,1.4839,-0.141
2679,Kepler-1533 b,2016,308.5471,0.9625,3.46,11.8,1.57,330.0,18.464,0.662
2680,Kepler-1534 b,2016,5.71668872,0.0599,1.89,4.23,3.44,955.0,1.959,-0.233
2681,Kepler-1535 b,2016,138.9442,0.5329,2.55,7.04,2.33,384.0,10.456,0.165
2682,Kepler-1536 b,2016,364.758031,0.8507,3.14,10.0,1.77,166.0,13.006,-0.822
2683,Kepler-1537 b,2016,1.4444538,0.0245,1.18,1.76,5.89,1800.0,0.9748,-0.423
2684,Kepler-1538 b,2016,175.138819,0.6095,2.82,8.35,2.05,346.0,10.666,-0.085
2685,Kepler-1539 b,2016,133.3036741,0.4765,2.7,7.75,2.16,301.0,7.416,-0.426
2686,Kepler-154 b,2014,33.040532,0.198,2.26,5.73,2.73,561.0,3.355,0.033
2687,Kepler-154 c,2014,62.303276,0.303,2.95,9.01,1.93,454.0,7.51,0.033
2688,Kepler-154 d,2016,20.54981883,0.1415,3.84,14.1,1.37,657.0,5.4586,0.033
2689,Kepler-154 e,2016,3.93276465,0.047,1.5,2.86,4.66,1140.0,2.9166,0.033
2690,Kepler-154 f,2016,9.91935684,0.0871,1.5,2.86,4.66,838.0,4.24,0.033
2691,Kepler-1540 b,2016,125.4131177,0.4426,2.49,6.76,2.41,266.0,2.2134,-0.818
2692,Kepler-1541 b,2016,8.40691199,0.0781,1.16,1.65,5.81,1048.0,1.8785,-0.336
2693,Kepler-1542 b,2016,3.95116882,0.0479,0.76,0.363,4.54,1160.0,2.5916,0.07
2694,Kepler-1542 c,2016,2.89223021,0.0389,0.65,0.208,4.16,1287.0,2.607,0.07
2695,Kepler-1542 d,2016,5.99273738,0.0632,0.87,0.59,4.92,1010.0,2.5486,0.07
2696,Kepler-1542 e,2016,5.10115756,0.0567,0.76,0.363,4.54,1065.0,2.615,0.07
2697,Kepler-1543 b,2016,6.96710269,0.0867,2.71,7.8,2.15,1774.0,3.643,0.487
2698,Kepler-1544 b,2016,168.811174,0.5421,1.78,3.82,3.72,269.0,6.5,-0.606
2699,Kepler-1545 b,2016,163.692349,0.5442,2.7,7.75,2.16,274.0,6.856,-0.277
2700,Kepler-1546 b,2016,19.5974971,0.1366,3.13,9.96,1.78,671.0,4.069,-0.13
2701,Kepler-1547 b,2016,0.69297968,0.0165,0.9,0.666,5.02,3186.0,1.082,0.222
2702,Kepler-1548 b,2016,124.828679,0.4679,2.64,7.46,2.23,350.0,6.334,-0.307
2703,Kepler-1549 b,2016,214.886545,0.6687,2.57,7.13,2.31,286.0,10.11,-0.273
2704,Kepler-155 b,2014,5.931194,0.056,2.09,5.02,3.02,614.0,2.371,-1.21
2705,Kepler-155 c,2014,52.661793,0.242,2.24,5.65,2.76,286.0,3.188,-1.21
2706,Kepler-1550 b,2016,225.582809,0.7681,3.02,9.38,1.87,348.0,11.181,0.119
2707,Kepler-1551 b,2016,24.4973698,0.1772,2.66,7.56,2.21,722.0,5.081,0.244
2708,Kepler-1552 b,2016,184.771853,0.6045,2.47,6.66,2.43,268.0,9.706,-0.201
2709,Kepler-1553 b,2016,4.24261881,0.0481,1.15,1.6,5.78,926.0,2.658,-0.338
2710,Kepler-1554 b,2016,198.088774,0.6314,2.9,8.75,1.97,288.0,8.121,-0.393
2711,Kepler-1555 b,2016,8.10501635,0.0805,1.61,3.22,4.24,959.0,4.443,0.389
2712,Kepler-1556 b,2016,8.82713457,0.0829,1.96,4.5,3.28,797.0,2.086,-0.231
2713,Kepler-1557 b,2016,3.74032496,0.049,1.53,2.96,4.54,1287.0,2.439,0.119
2714,Kepler-1558 b,2016,3.50470358,0.0419,0.68,0.244,4.26,1019.0,2.01,-0.48
2715,Kepler-1559 b,2016,0.97191543,0.018,0.72,0.299,4.4,1609.0,1.629,-0.276
2716,Kepler-156 b,2014,4.973456,0.054,2.3,5.9,2.66,867.0,1.579,-0.44
2717,Kepler-156 c,2014,15.906801,0.117,2.55,7.04,2.33,588.0,3.984,-0.44
2718,Kepler-1560 b,2016,3.03195744,0.0397,0.89,0.64,4.99,1269.0,1.657,-0.034
2719,Kepler-1561 b,2016,1.00520701,0.0194,1.09,1.32,5.6,1682.0,1.62,-0.02
2720,Kepler-1562 b,2016,64.2737752,0.3308,3.55,12.3,1.51,554.0,9.756,0.491
2721,Kepler-1563 b,2016,3.43276598,0.0442,0.75,0.347,4.52,1134.0,4.156,-0.01
2722,Kepler-1564 b,2016,18.0540381,0.1327,1.47,2.76,4.77,635.0,4.409,-0.135
2723,Kepler-1565 b,2016,1.53818844,0.0241,1.19,1.81,5.9,1234.0,1.7022,-0.564
2724,Kepler-1566 b,2016,0.53991524,0.0121,0.79,0.418,4.66,1871.0,1.139,-0.437
2725,Kepler-1567 b,2016,153.979578,0.552,2.73,7.9,2.13,330.0,8.994,-0.122
2726,Kepler-1568 b,2016,20.925392,0.1499,1.3,2.24,5.6,729.0,6.617,0.258
2727,Kepler-1569 b,2016,5.79180156,0.0654,1.68,3.46,4.01,1222.0,3.273,0.335
2728,Kepler-157 b,2014,1.732342,0.028,1.32,2.3,5.5,1546.0,2.186,0.091
2729,Kepler-157 c,2014,13.5405,0.11,2.24,5.65,2.76,779.0,4.514,0.091
2730,Kepler-157 d,2016,7.02573474,0.0698,1.46,2.73,4.82,969.0,2.1114,0.091
2731,Kepler-1570 b,2016,26.548955,0.1784,1.07,1.24,5.56,836.0,7.979,0.414
2732,Kepler-1571 b,2016,3.38555488,0.0432,1.52,2.92,4.57,1476.0,1.914,0.194
2733,Kepler-1572 b,2016,5.49548621,0.0614,0.94,0.779,5.15,1293.0,2.511,0.373
2734,Kepler-1573 b,2016,2.6157554,0.0364,1.2,1.87,5.95,1379.0,2.639,0.169
2735,Kepler-1574 b,2016,6.9424334,0.0743,1.29,2.21,5.66,1003.0,3.39,0.156
2736,Kepler-1575 b,2016,2.55314213,0.0366,1.31,2.27,5.55,1312.0,1.858,-0.037
2737,Kepler-1576 b,2016,6.98471973,0.0726,1.04,1.12,5.47,1059.0,2.723,-0.063
2738,Kepler-1577 b,2016,6.30560247,0.0657,1.13,1.51,5.75,1125.0,2.468,-0.607
2739,Kepler-1578 b,2016,1.45088691,0.0252,1.04,1.12,5.47,1700.0,1.781,-0.165
2740,Kepler-1579 b,2016,0.84990789,0.014,0.84,0.52,4.82,1139.0,1.0925,-0.94
2741,Kepler-158 b,2014,16.709184,0.111,2.12,5.14,2.96,500.0,2.765,-0.757
2742,Kepler-158 c,2014,28.551383,0.158,1.9,4.27,3.42,418.0,4.248,-0.757
2743,Kepler-1580 b,2016,56.6449279,0.323,2.11,5.1,2.98,733.0,15.079,0.926
2744,Kepler-1581 b,2016,6.28385491,0.0674,0.8,0.437,4.69,1108.0,4.124,0.391
2745,Kepler-1582 b,2016,4.83817712,0.0316,1.49,2.83,4.7,354.0,1.26,-2.389
2746,Kepler-1583 b,2016,9.32807355,0.085,0.6,0.156,3.97,788.0,3.936,-0.018
2747,Kepler-1584 b,2016,13.3997099,0.1168,1.61,3.22,4.24,886.0,3.532,0.252
2748,Kepler-1585 b,2016,3.5827463,0.0445,1.79,3.86,3.7,1064.0,1.541,-0.434
2749,Kepler-1586 b,2016,15.6049212,0.1266,1.52,2.92,4.57,1013.0,4.521,0.183
2750,Kepler-1587 b,2016,9.4060467,0.0878,1.33,2.33,5.44,981.0,5.161,0.326
2751,Kepler-1588 b,2016,7.84931739,0.0726,0.76,0.363,4.54,925.0,3.736,0.32
2752,Kepler-1589 b,2016,0.99166527,0.0205,1.09,1.32,5.6,2102.0,2.378,0.329
2753,Kepler-159 b,2014,10.139623,0.082,2.38,6.26,2.55,447.0,2.692,-0.754
2754,Kepler-159 c,2014,43.595792,0.218,3.41,11.5,1.59,275.0,5.153,-0.754
2755,Kepler-1590 b,2016,7.61760804,0.0772,1.14,1.55,5.75,1020.0,3.479,0.063
2756,Kepler-1591 b,2016,8.18504949,0.0794,1.27,2.15,5.77,892.0,4.214,0.434
2757,Kepler-1592 b,2016,3.05710069,0.04,1.54,2.99,4.5,1202.0,3.523,0.507
2758,Kepler-1593 b,2016,174.509835,0.546,3.17,10.2,1.76,260.0,7.098,-0.652
2759,Kepler-1594 b,2016,2.71603809,0.0396,1.06,1.2,5.54,1360.0,1.859,0.0
2760,Kepler-1595 b,2016,4.56380468,0.051,1.23,2.04,6.02,980.0,2.32,-0.363
2761,Kepler-1596 b,2016,66.373379,0.3237,1.9,4.27,3.42,471.0,11.181,0.431
2762,Kepler-1597 b,2016,2.94654179,0.0427,1.06,1.2,5.54,1497.0,3.28,0.434
2763,Kepler-1598 b,2016,4.34195123,0.0527,0.95,0.809,5.18,1236.0,2.696,-0.039
2764,Kepler-1599 b,2016,122.363553,0.4823,1.62,3.26,4.21,407.0,9.32,0.241
2766,Kepler-160 b,2014,4.309397,0.05511,1.715,3.59,3.91,1134.0,2.8977,0.004
2767,Kepler-160 c,2014,13.699429,0.1192,3.76,13.6,1.41,771.0,4.3409,0.004
2769,Kepler-1600 b,2016,386.370548,0.9712,3.13,9.96,1.78,209.0,10.95,-0.339
2770,Kepler-1600 c,2021,7.29804993,0.0689,1.942,4.43,3.32,786.0,3.024,-0.339
2771,Kepler-1601 b,2016,2.20921951,0.0336,0.82,0.477,4.75,1507.0,2.73,0.085
2772,Kepler-1602 b,2016,11.17931605,0.1074,1.34,2.36,5.39,1159.0,3.043,0.201
2773,Kepler-1603 b,2016,2.27163926,0.0351,1.29,2.21,5.66,1522.0,4.043,0.706
2774,Kepler-1604 b,2016,0.68368426,0.0089,1.41,2.57,5.04,2023.0,0.9993,-0.527
2775,Kepler-1605 b,2016,85.7565495,0.3912,1.08,1.28,5.58,528.0,5.802,0.429
2776,Kepler-1606 b,2016,196.435224,0.6421,2.07,4.94,3.06,324.0,8.602,-0.171
2777,Kepler-1607 b,2016,13.6473676,0.1075,0.92,0.721,5.09,913.0,7.769,0.709
2778,Kepler-1608 b,2016,16.4735686,0.1126,1.73,3.64,3.86,612.0,4.231,-0.537
2779,Kepler-1609 b,2016,114.34219,0.4679,2.22,5.56,2.79,429.0,13.001,0.484
2780,Kepler-161 b,2014,4.921355,0.054,2.12,12.1,6.98,868.0,1.873,-0.447
2781,Kepler-161 c,2014,7.06424,0.068,2.05,11.8,7.53,769.0,1.351,-0.447
2782,Kepler-1610 b,2016,8.70181574,0.0777,1.61,3.22,4.24,750.0,3.019,-0.483
2783,Kepler-1610 c,2023,44.9851885,0.2323,2.09,5.02,3.02,433.0,4.164,-0.483
2784,Kepler-1611 b,2016,5.1762429,0.0586,0.81,0.457,4.73,1243.0,5.15,-0.113
2785,Kepler-1612 b,2016,3.91795101,0.0482,1.03,1.08,5.43,1030.0,2.586,-0.188
2786,Kepler-1613 b,2016,1.5184299,0.0264,2.08,4.98,3.04,1926.0,3.414,0.638
2787,Kepler-1614 b,2016,3.9466141,0.0471,1.49,2.83,4.7,981.0,2.836,-0.271
2788,Kepler-1615 b,2016,47.3126192,0.2788,2.06,4.9,3.08,658.0,10.652,0.389
2789,Kepler-1616 b,2016,6.76284377,0.0761,1.02,1.04,5.39,1337.0,5.872,0.638
2790,Kepler-1617 b,2016,27.4785572,0.181,1.2,1.87,5.95,736.0,8.305,0.341
2791,Kepler-1618 b,2016,6.10826019,0.0706,1.26,2.13,5.85,1267.0,3.649,0.69
2792,Kepler-1619 b,2016,23.6225913,0.1611,0.76,0.363,4.54,797.0,6.544,0.326
2793,Kepler-162 b,2014,6.919798,0.069,1.26,2.13,5.85,961.0,3.339,0.155
2794,Kepler-162 c,2014,19.446355,0.137,3.03,9.43,1.86,681.0,3.527,0.155
2795,Kepler-1620 b,2016,101.951829,0.4322,1.61,3.22,4.24,428.0,5.989,0.293
2796,Kepler-1621 b,2016,92.263714,0.4204,2.16,5.31,2.9,469.0,9.862,0.478
2797,Kepler-1622 b,2016,10.8118737,0.0994,1.47,2.76,4.77,922.0,2.611,0.373
2798,Kepler-1623 b,2016,4.36128348,0.0518,1.31,2.27,5.55,1000.0,2.058,-0.172
2799,Kepler-1624 b,2016,3.29030452,0.0327,5.7,27.6,0.819,540.0,1.7505,-1.323
2800,Kepler-1625 b,2016,287.378949,0.8748,6.06,30.6,0.756,350.0,18.886,0.437
2801,Kepler-1626 b,2016,4.13962966,0.0537,2.02,4.74,3.16,1352.0,3.284,0.611
2802,Kepler-1627 b,2016,7.20283653,0.0643,3.69,13.2,1.44,794.0,2.886,-0.303
2803,Kepler-1628 b,2016,76.378033,0.2952,6.43,33.8,0.699,240.0,4.952,-1.33
2804,Kepler-1629 b,2016,3.87595807,0.0485,0.77,0.381,4.59,1081.0,2.226,-0.134
2805,Kepler-163 b,2014,7.810937,0.078,1.05,1.16,5.51,906.0,3.359,-0.138
2806,Kepler-163 c,2014,21.347262,0.152,2.26,5.73,2.73,648.0,3.765,-0.138
2807,Kepler-1630 b,2016,509.997402,1.1218,2.19,5.43,2.84,182.0,8.481,-0.646
2808,Kepler-1631 b,2016,4.09513932,0.0511,1.35,2.39,5.34,1122.0,1.929,0.007
2809,Kepler-1632 b,2016,448.303558,0.6762,2.47,6.66,2.43,369.0,12.713,0.406
2810,Kepler-1633 b,2016,186.404271,0.3875,1.58,3.12,4.35,925.0,10.46,0.646
2811,Kepler-1634 b,2016,374.876239,1.0525,3.19,10.3,1.74,282.0,11.328,-0.265
2812,Kepler-1635 b,2016,469.63111,1.117,3.64,12.9,1.47,200.0,13.556,-0.28
2813,Kepler-1636 b,2016,425.47785,1.1546,3.23,10.5,1.71,248.0,17.848,0.237
2814,Kepler-1637 b,2016,6.10960324,0.0596,0.89,0.64,4.99,1093.0,5.585,0.023
2815,Kepler-1638 b,2016,259.33683,0.745,1.87,4.16,3.5,304.0,15.979,-0.114
2816,Kepler-1639 b,2016,9.878482,0.0932,2.58,7.18,2.3,1003.0,3.081,0.145
2817,Kepler-164 b,2014,5.03503,0.058,1.41,2.57,5.04,1141.0,1.649,0.113
2818,Kepler-164 c,2014,10.945723,0.097,2.73,7.9,2.13,881.0,3.004,0.113
2819,Kepler-164 d,2014,28.986769,0.187,2.45,6.57,2.45,637.0,3.444,0.113
2820,Kepler-164 e,2023,94.886902,0.4025,4.24,16.7,1.2,429.0,6.923,0.113
2821,Kepler-1640 b,2016,7.5844126,0.0836,4.82,20.7,1.02,1228.0,3.81,0.47
2822,Kepler-1641 b,2016,19.672266,0.1473,3.11,9.85,1.8,908.0,4.766,0.131
2823,Kepler-1641 c,2016,32.657212,0.2065,2.95,9.01,1.93,767.0,5.982,0.131
2824,Kepler-1642 b,2016,12.2057513,0.1016,3.2,10.3,1.73,895.0,2.454,-0.405
2825,Kepler-1642 c,2016,6.6513802,0.0678,2.66,7.56,2.21,1095.0,2.1356,-0.405
2826,Kepler-1643 b,2016,5.342657,0.0531,2.32,5.99,2.64,799.0,2.41,-0.472
2827,Kepler-1644 b,2016,21.0907758,0.142,1.88,4.19,3.47,606.0,4.629,-0.215
2828,Kepler-1645 b,2016,16.1779561,0.1285,1.78,3.82,3.72,754.0,5.269,0.336
2829,Kepler-1646 b,2016,4.48558383,0.0295,1.23,2.04,6.02,365.0,0.8208,-1.78
2831,Kepler-1649 b,2017,8.689099,0.0514,1.017,1.03,5.38,307.0,1.184,-2.287
2832,Kepler-1649 c,2020,19.53527,0.0649,1.06,1.2,5.54,234.0,1.07,-2.287
2833,Kepler-165 b,2014,8.180848,0.072,2.32,5.99,2.64,716.0,2.869,-0.472
2834,Kepler-165 c,2014,15.31299,0.11,2.23,5.6,2.77,581.0,3.028,-0.472
2835,Kepler-1650 b,2017,1.53818001,0.0167,0.96,0.84,5.22,602.0,1.1027,-1.871
2836,Kepler-1651 b,2017,9.87863917,0.0692,1.84,4.04,3.56,393.0,1.8915,-1.368
2837,Kepler-1652 b,2017,38.09722,0.1654,1.6,3.19,4.28,268.0,3.24,-1.638
2838,Kepler-1653 b,2017,140.2524,0.4706,2.17,5.35,2.88,284.0,6.6,-0.636
2839,Kepler-1654 b,2018,1047.8356,2.026,9.18,158.915,1.2,206.0,22.992,0.09
2840,Kepler-1655 b,2018,11.8728787,0.1029,2.213,5.4,2.72,938.0,2.3661,0.143
2841,Kepler-1656 b,2018,31.562,0.1974,4.52,47.8,2.13,651.0,2.12435,0.021
2843,Kepler-1658 b,2019,3.84937278,0.0544,11.994,1868.8404,6.36,2034.0,2.6,1.206
2844,Kepler-166 b,2014,7.650254,0.072,2.27,5.77,2.71,772.0,2.749,-0.385
2845,Kepler-166 c,2014,34.260281,0.195,2.38,6.26,2.55,468.0,4.84,-0.385
2846,Kepler-166 d,2016,1.55400393,0.0246,1.73,3.64,3.86,1313.0,1.7696,-0.385
2848,Kepler-1663 b,2020,17.6046,0.1072,3.304,10.9,1.66,362.0,3.716,-1.109
2849,Kepler-1664 b,2020,14.3868,0.1137,3.033,9.45,1.86,776.0,2.1417,0.05
2850,Kepler-1665 b,2020,11.9548,0.1006,2.839,8.44,2.03,906.0,2.1433,-0.45
2851,Kepler-1666 b,2020,25.8476,0.1761,2.883,8.66,1.99,672.0,5.985,0.268
2852,Kepler-1666 c,2020,40.7157,0.2383,3.236,10.5,1.7,578.0,6.975,0.268
2853,Kepler-1667 b,2020,83.5781,0.4256,2.984,9.19,1.9,655.0,7.2487,0.123
2854,Kepler-1668 b,2020,15.434,0.124,4.348,17.4,1.16,721.0,4.2572,-0.056
2855,Kepler-1669 b,2020,9.51216,0.0745,2.78,8.15,2.08,530.0,2.9497,-0.803
2856,Kepler-1669 c,2021,1.60932005,0.0228,1.901,4.27,3.41,958.0,1.5675,-0.803
2857,Kepler-1669 d,2023,4.72941177,0.0468,1.22,1.98,5.99,669.0,2.234,-0.803
2858,Kepler-167 b,2014,4.3931539,0.04825,1.718,3.6,3.9,918.0,2.4455,-0.539
2859,Kepler-167 c,2014,7.406106,0.0684,1.674,3.44,4.03,771.0,2.8826,-0.539
2860,Kepler-167 d,2016,21.80379,0.1404,1.238,2.06,5.97,538.0,3.582,-0.539
2861,Kepler-167 e,2016,1071.23205,1.883,10.16,321.00669,1.68,134.0,16.1784,-0.539
2862,Kepler-1670 b,2020,20.4998,0.1528,3.356,11.2,1.63,731.0,6.501,0.383
2863,Kepler-1671 b,2020,4.16787,0.0491,1.326,2.32,5.47,962.0,2.2148,-0.266
2864,Kepler-1672 b,2020,150.878,0.5726,2.97,9.11,1.91,423.0,8.6405,0.179
2865,Kepler-1673 b,2020,33.7888,0.2127,2.936,8.93,1.94,611.0,5.4794,0.179
2866,Kepler-1674 b,2020,62.5611,0.3017,3.206,10.4,1.73,417.0,5.907,-0.206
2867,Kepler-1675 b,2020,63.0382,0.3076,3.125,9.93,1.79,465.0,7.3269,0.129
2868,Kepler-1676 b,2020,29.9221,0.1954,3.377,11.3,1.61,782.0,2.758,0.084
2869,Kepler-1677 b,2020,22.064,0.1624,2.702,7.76,2.16,712.0,3.493,0.265
2870,Kepler-1678 b,2020,147.974,0.5302,3.304,10.9,1.66,329.0,6.854,-0.162
2871,Kepler-1679 b,2020,9.75376,0.0892,2.069,4.93,3.06,813.0,2.331,-0.201
2872,Kepler-168 b,2014,4.425391,0.056,1.46,2.73,4.82,1240.0,3.514,0.361
2873,Kepler-168 c,2014,13.193242,0.116,2.69,7.7,2.17,862.0,4.936,0.361
2874,Kepler-1680 b,2020,8.77424,0.0784,1.36,2.42,5.29,771.0,2.1326,-0.524
2875,Kepler-1681 b,2020,69.8956,0.32,2.553,7.05,2.33,442.0,5.276,-0.293
2876,Kepler-1682 b,2020,14.8334,0.1134,2.889,8.7,1.98,694.0,4.436,-0.196
2877,Kepler-1683 b,2020,15.0337,0.1182,1.875,4.17,3.48,669.0,3.272,-0.198
2878,Kepler-1684 b,2020,47.7055,0.2253,2.871,8.6,2.0,347.0,5.959,-0.707
2879,Kepler-1685 b,2020,20.4905,0.1485,2.577,7.16,2.3,625.0,4.961,-0.245
2880,Kepler-1686 b,2020,9.30987,0.0866,1.426,2.62,4.97,913.0,3.455,0.141
